addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,metro_station_winner,metro_minutes_winner
"Богатырская 3-я ул., 3",,1,3,18,39.0,11999000,307667.0,2023-11-18,0,"Частный маклер Елена Макарова, CIAN ID 13692886",68,,-1
"Староконюшенный пер., 45",,2,3,7,70.6,88946600,1259867.0,2023-11-18,0,"Агентство NIKA ESTATE, Агент Елена Сёмина, CIAN ID 73587921",59,Кропоткинская м.,10
"Федоскинская ул., 6",,1,4,9,32.6,10600000,325153.0,2023-11-18,0,"Агент Алена Ковальчук, CIAN ID 109696784",10,,-1
"Пироговская Малая ул., 8",,3,4,15,189.3,246000000,1299525.0,2023-11-18,0,"Агентство WELHOME, Агент Татьяна Карпова, CIAN ID 85786213",26,Спортивная м.,11
"Сумской пр-д, 31К2",,1,7,9,33.0,8900000,269697.0,2023-11-18,0,"Агентство Офис Чертановский. Гильдия Риэлторов Москвы, CIAN ID 11996",23,Южная м.,10
"Полянка Большая ул., 9С3",,2,3,4,92.5,129500000,1400000.0,2023-11-18,0,"Агентство Kalinka Group, CIAN ID 39581",71,Полянка м.,6
"Саляма Адиля ул., 2к1",,4,31,40,133.0,58000000,436090.0,2023-11-18,0,"Частный маклер Эльмира Эмирова, CIAN ID 460276",48,Народное Ополчение м.,14
"Береговой пр-д, 1А",,2,2,9,60.0,22199000,369983.0,2023-11-18,0,"Агентство Этажи Москва, Агент Пальчуковский Олег Юрьевич, CIAN ID 95881591",17,,-1
"Московский г., Москвитина ул., 7",,1,10,17,37.8,10200000,269841.0,2023-11-18,0,"Агентство CENTURY 21, Агент Яна Касека, CIAN ID 105040847",32,,-1
"Коммунарка пос., Фитаревская ул., 6",,1,11,14,33.0,7600000,230303.0,2023-11-18,0,CIAN ID 4570,40,,-1
"Ткацкая ул., 46",,1,2,5,32.1,6300000,196262.0,2023-11-18,0,"Агентство ASSET GROUP, CIAN ID 13230043",23,Измайлово м. (МЦК),6
"Трифоновская ул., 49",,2,4,9,41.0,16000000,390244.0,2023-11-18,0,"Агентство ИНКОМ-Недвижимость, Офис ""Тургеневский"" Инком-Недвижимость, CIAN ID 24930403",16,Рижская м.,11
"Сосенское поселение, Прокшинский просп., 12",,1,9,18,37.8,11990000,317196.0,2023-11-18,0,"Агентство Владис, Агент Татьяна Военнова, CIAN ID 101579469",21,Прокшино м.,13
"Тверская-Ямская 1-я ул., 2",,2,4,9,99.4,125244000,1260000.0,2023-11-18,0,"Застройщик VESPER, CIAN ID 52406198",71,Маяковская м.,1
"Фрунзенская наб., 40",,4,10,14,132.0,80000000,606061.0,2023-11-18,0,"Агентство Арсенал, Агент Елена Елена, CIAN ID 10382",283,Фрунзенская м.,9
"Усачева ул., 11Д",,6,2,6,303.8,349700000,1151086.0,2023-11-18,0,"Агентство Гарант, Агент Олеся Иванова, CIAN ID 106183868",10,Спортивная м.,10
"ЖК ""Молжаниново""",,3,17,17,53.7,13548443,252299.0,2023-11-18,0,"Застройщик Группа Самолет, CIAN ID 44992355",26,Новоподрезково м. (МЦД-3),7
"Липецкая ул., 8",,1,4,12,27.3,7500000,274725.0,2023-11-18,0,"Агентство i-deal, Агент Виктория Амбарцумян, CIAN ID 108345386",46,,-1
"Мытная ул., 40К4",,4,2,29,131.0,85000000,648855.0,2023-11-18,0,"Агентство ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ, CIAN ID 11360429",8,Серпуховская м.,11
"Преображенский Вал ул., 16",,1,3,12,34.8,11900000,341954.0,2023-11-18,0,"Собственник, CIAN ID 108694363",8,Преображенская площадь м.,3
"Десеновское поселение, Кварцевая ул., 3к1",,4,7,14,99.5,16200000,162814.0,2023-11-18,0,"Агентство ГОРОДА, Агент Илья Власов, CIAN ID 107426798",21,,-1
"Вернадского просп., 95К2",,3,3,9,59.9,16100000,268781.0,2023-11-18,0,"Собственник, CIAN ID 9211492",10,Юго-Западная м.,9
"ЖК ""AFI Park Воронцовский""",,2,2,12,62.5,28635000,458160.0,2023-11-18,0,"Застройщик AFI Development, CIAN ID 66545285",17,Воронцовская м.,6
"Перерва ул., 2",,3,9,12,63.0,17100000,271429.0,2023-11-18,0,"Агентство РОЙАЛ-недвижимость, CIAN ID 20233",24,Перерва метро (МЦД-2),9
"Люблинская ул., 61",,2,8,17,58.1,18500000,318417.0,2023-11-18,0,"Агент Елена Сергеева, CIAN ID 49729873",20,Депо метро (МЦД-2),15
"8 Марта ул., 11",,3,9,9,61.8,16500000,266990.0,2023-11-18,0,CIAN ID 99534246,49,Гражданская метро (МЦД-2),7
"Южнопортовая ул., 24С3",,1,6,68,34.0,12059335,354686.0,2023-11-18,0,"Агентство Я ДОМА, Агент Виктория Зверева, CIAN ID 106270211",7,Кожуховская м.,6
"Вернадского просп., 41С1",,2,2,11,65.0,16000000,246154.0,2023-11-18,0,"Агент Александр Кучера, CIAN ID 91865895",15,Проспект Вернадского м.,4
"Чертановская ул., 9К4",,4,21,22,100.0,33000000,330000.0,2023-11-18,0,CIAN ID 13350229,6,Южная м.,11
"Петра Алексеева ул., 14",,1,11,31,32.6,14500000,444785.0,2023-11-18,0,"Частный маклер Ия Барановская, CIAN ID 6657",6,,-1
"Кибальчича ул., 2К1",,2,12,12,57.8,19900000,344291.0,2023-11-18,0,"Частный маклер Анна Иванова, CIAN ID 5053",58,ВДНХ м.,6
"Кутузова ул., 2",,1,6,17,38.2,10900000,285340.0,2023-11-18,0,CIAN ID 54364983,23,Сетунь метро (МЦД-1),9
"Братьев Весниных бул., 9",,1,14,40,44.7,25200000,563758.0,2023-11-18,0,"Агентство Простор-недвижимость, Агент Марина Титова, CIAN ID 104715423",43,ЗИЛ м. (МЦК),8
"Шумкина ул., 15",,1,6,9,32.0,11200000,350000.0,2023-11-18,0,"Агентство Бест-Пресня, CIAN ID 12560336",9,Сокольники м.,9
"Фестивальная ул., 22К8",,1,2,10,51.0,15000000,294118.0,2023-11-18,0,CIAN ID 176795,8,,-1
"ЖК ""Новоданиловская 8""",,1,11,24,36.0,14450000,401389.0,2023-11-18,0,"Собственник, CIAN ID 50789905",11,Верхние Котлы м. (МЦК),14
"Лобачевского ул., 120к1",,1,6,34,40.0,18700000,467500.0,2023-11-18,0,"Агентство Монолит Столица, Агент Юлия Дежина, CIAN ID 101618323",17,Аминьевская м.,8
"ЖК ""Павелецкая сити""",,1,18,33,39.2,24840001,633673.0,2023-11-18,0,"Застройщик Level Group, CIAN ID 103763825",7,,-1
"Новинки ул., 1",,1,11,13,52.0,19500000,375000.0,2023-11-18,0,"Агентство Мегаквартал, CIAN ID 44177619",35,Коломенская м.,2
"Казакова ул., 7",,1,3,11,46.9,24500000,522388.0,2023-11-18,0,"Агентство Туймаада Недвижимость, CIAN ID 102062537",146,Курская м.,8
"Лихачёва просп., 20",,1,4,8,45.0,22500000,500000.0,2023-11-18,0,"Агентство Монолит Столица, Агент Владимир Щепетков, CIAN ID 104153092",33,Технопарк м.,14
"Кронштадтский бул., 8к1",,1,2,34,42.1,14800000,351544.0,2023-11-18,0,"Агентство Дом Сегодня, Агент Дмитрий Сидоренко, CIAN ID 102229904",33,Водный стадион м.,7
"Карамышевская наб., 36",,1,2,18,40.0,19000000,475000.0,2023-11-18,0,"Частный маклер Светлана Харина, CIAN ID 26367",96,,-1
"Внуковское поселение, Переделкино Ближнее мкр, Бориса Пастернака ул., 33к1",,1,9,17,36.7,10800000,294278.0,2023-11-18,0,"Агент Ольга Хабнер, CIAN ID 74349460",36,,-1
"Сосенское поселение, Сервантеса ул., 3К3",,1,7,13,46.7,14700000,314775.0,2023-11-18,0,"Агентство CENTURY 21, Агент Анна Смирнова, CIAN ID 108169041",47,,-1
"Коломенская наб., 10",,1,3,16,37.0,13000000,351351.0,2023-11-18,0,"Агент Елена Мишина, CIAN ID 20883070",16,Нагатинский Затон м.,5
"Варшавское ш., 168",,1,11,19,39.4,14800000,375635.0,2023-11-18,0,"Агентство Монолит Столица, Агент Александр Крестильников, CIAN ID 108377689",25,Лесопарковая м.,5
"Дубининская ул., 59к6",,3,22,27,79.5,41555064,522705.0,2023-11-18,0,"Застройщик Level Group, CIAN ID 103763825",8,,-1
"Болотниковская ул., 36к2",,1,3,17,37.5,13000000,346667.0,2023-11-18,0,CIAN ID 30742,27,Нахимовский проспект м.,10
"ЖК ""Первый Дубровский""",,1,24,28,34.6,12900000,372832.0,2023-11-18,0,"Агент Дмитрий Щербинин, CIAN ID 97354910",7,Волгоградский проспект м.,6
"Грайвороновский 1-й пр-д, 11к2",,1,21,21,33.4,12700000,380240.0,2023-11-18,0,"Агентство ИНСАЙДЕР, CIAN ID 88087040",8,,-1
"Климашкина ул., 1С1",,1,5,13,38.0,17100000,450000.0,2023-11-18,0,"Агент Дмитрий Курьянов, CIAN ID 30611866",11,Краснопресненская м.,12
"Дубининская ул., 59К2",,1,7,46,40.0,20990000,524750.0,2023-11-18,0,"Агент Роман Акимкин, CIAN ID 107040050",34,,-1
"Золоторожский Вал ул., 12к1",,1,6,27,38.4,17700000,460938.0,2023-11-18,0,"Собственник, CIAN ID 49067990",40,Авиамоторная м.,11
"Ленинградский просп., 37/3",,1,13,41,41.0,27999999,682927.0,2023-11-18,0,"Агентство Владис, Агент Вера Тимошина, CIAN ID 97720542",25,Аэропорт м.,13
"Лобачевского ул., 120к1",,1,14,35,40.3,19350000,480149.0,2023-11-18,0,CIAN ID 96456881,8,Аминьевская м.,4
"Каширское ш., 65к3",,1,3,14,39.0,16000000,410256.0,2023-11-18,0,"Собственник, CIAN ID 61054825",33,,-1
"Грайвороновский 2-й пр-д, 44к3",,1,19,20,45.1,13000000,288248.0,2023-11-18,0,CIAN ID 12658965,55,Стахановская м.,1
"Академика Павлова ул., 38к1",,1,3,33,36.0,20000000,555556.0,2023-11-18,0,"Собственник, CIAN ID 109835287",7,Молодежная м.,10
"Коктебельская ул., 8",,1,2,17,49.9,13250000,265531.0,2023-11-18,0,"Агентство ИП Афоничева С. А., Агент Светлана Афоничева, CIAN ID 29510",38,Бульвар Дмитрия Донского м.,9
"Плющева ул., 16к1",,1,10,14,47.9,16500000,344468.0,2023-11-18,0,"Собственник, CIAN ID 90499906",47,Перово м.,9
"Производственная ул., 4А",,1,16,23,45.1,15450000,342572.0,2023-11-18,0,"Агентство EstateLiga, Агент Ильнар Галиахметов, CIAN ID 106528301",10,Солнцево м.,5
"Электролитный пр-д, 7К2",,1,17,27,41.5,17400000,419277.0,2023-11-18,0,"Агентство ГОРОДА, Агент Марина Короткова, CIAN ID 104142745",21,,-1
"Казакова ул., 7",,1,3,12,46.9,22500000,479744.0,2023-11-18,0,"Агент Ольга Толстикова, CIAN ID 96853380",30,Курская м.,8
"Таллинская ул., 13К3",,1,2,12,39.0,17000000,435897.0,2023-11-18,0,"Собственник, CIAN ID 108243674",34,Строгино м.,5
"Бакунинская ул., 60/2",,1,9,15,45.1,17800000,394678.0,2023-11-18,0,"Собственник, CIAN ID 17531360",15,Бауманская м.,12
"Братьев Весниных бул., 1",,1,11,40,41.0,22200000,541463.0,2023-11-18,0,"Агентство Простор-недвижимость, Агент Марина Титова, CIAN ID 104715423",40,ЗИЛ м. (МЦК),8
"Вернадского просп., 54",,1,7,23,34.3,15500000,451895.0,2023-11-18,0,CIAN ID 87993989,24,Проспект Вернадского м.,9
"Потаповский пер., 10",,2,3,8,64.0,54900000,857812.0,2023-11-18,0,"Агентство МИЦ-Столичный ипотечный центр недвижимости, Агент МИЦ на Цветном, CIAN ID 15097443",38,Чистые пруды м.,8
"Ленинградский просп., 29с5",,1,4,18,42.0,24500000,583333.0,2023-11-18,0,"Собственник, CIAN ID 109668789",11,Петровский парк м.,8
"Коммунарка пос., Липовый парк ул., 4К1",,1,12,16,49.0,12990000,265102.0,2023-11-18,0,CIAN ID 75689093,17,,-1
"Ватутинки пос., Новые Ватутинки Центральный мкр, Ватутинская 1-я ул., 5",,2,13,15,59.2,12106400,204500.0,2023-11-18,0,"Застройщик Новые Ватутинки, CIAN ID 86808162",19,,-1
"Шоссейная ул., 31К2",,1,15,16,41.0,11250000,274390.0,2023-11-18,0,"Частный маклер Евгений Кетов, CIAN ID 332379",27,Депо метро (МЦД-2),14
"Грайвороновский 2-й пр-д, 44к2",,2,4,19,38.5,16499000,428545.0,2023-11-18,0,"Агентство Этажи Москва, Агент Маймаев Данат Русланович, CIAN ID 106062650",23,Стахановская м.,4
"Коптевский Большой пр-д, 10К2",,2,9,16,89.0,27490000,308876.0,2023-11-18,0,CIAN ID 207845,59,Красный Балтиец метро (МЦД-2),11
"Десеновское поселение, Андерсена ул., 16",,2,1,3,66.0,16500000,250000.0,2023-11-18,0,"Агентство CENTURY 21, Агент Артем Касап, CIAN ID 108260459",49,,-1
"Десеновское поселение, Новые Ватутинки Центральный мкр, ЖК ""Новые Ватутинки. Микрорайон Центральный""",,3,5,14,77.9,17496340,224600.0,2023-11-18,0,"Застройщик Новые Ватутинки, CIAN ID 86808162",24,,-1
"Ватутинки пос., Новые Ватутинки Центральный мкр, Ватутинская 1-я ул., 5",,3,6,15,68.9,15061540,218600.0,2023-11-18,0,"Застройщик Новые Ватутинки, CIAN ID 86808162",9,,-1
"Доброслободская ул., 14к2",,2,11,14,48.0,16500000,343750.0,2023-11-18,0,"Агентство МГСН-Проспект Мира, Агент МГСН-Проспект Мира Татьяна, CIAN ID 12741387",20,Бауманская м.,12
"Часовая ул., 28к8",,1,16,25,26.4,15312000,580000.0,2023-11-18,0,"Застройщик FORMA, CIAN ID 82877895",13,Красный Балтиец метро (МЦД-2),6
