addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url
"академическая большая ул., 73к3","г. москва, ул. академическая б., д. 73, к. 3",3,6,18.0,71.0,21000000,295775.0,2023-11-06,0,CIAN ID 13687786,35,Северный,Коптево,"г. москва, ул. академическая б., д. 73, к. 3",18.0,1.0,55.84274,37.55061,Железобетонные,Панельный,Крупнопанельные,муниципальный,596.0,2008.0,280.0,1.0,Исправный,Лихоборы,0.65,10.0,77:09:0003001:1057,7.70000000000723e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=114984
"чертановская ул., 4","г. москва, ул. чертановская, д. 4",3,4,9.0,62.8,14000000,222930.0,2023-11-06,0,"Агентство Новая Высота, CIAN ID 44611524",16,Южный,Чертаново Северное,"г. москва, ул. чертановская, д. 4",9.0,0.0,55.63233,37.600809999999996,Железобетонные,Панельный,Крупнопанельные,муниципальный,646.0,1969.0,264.0,1.0,Исправный,Чертановская,1.05,16.0,77:05:0006004:1099,7.70000000003103e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=10608
"цюрупы ул., 11к3","г. москва, ул. цюрупы, д. 11, к. 3",3,8,9.0,53.0,14999999,283019.0,2023-11-06,0,"Собственник, CIAN ID 101961529",167,Юго-Западный,Черемушки,"г. москва, ул. цюрупы, д. 11, к. 3",9.0,0.0,55.66565,37.5716,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,-1.0,1976.0,264.0,1.0,Исправный,Зюзино,1.15,17.0,77:06:0004008:1059,7.70000000003072e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=10399
"пятницкое ш., 21","г. москва, ш. пятницкое, д. 21",3,2,25.0,74.7,24090000,322490.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Митино"" Инком-Недвижимость, CIAN ID 24930398",91,Северо-Западный,Митино,"г. москва, ш. пятницкое, д. 21",25.0,1.0,55.84745,37.37093,Железобетонные,Панельный,Железобетонные,Нет данных,754.0,2013.0,-1.0,3.0,Исправный,Митино,0.6,9.0,77:08:0002008:6379,7.70000000002427e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=301702
"производственная ул., 4а","г. москва, ул. производственная, д. 4а",3,9,23.0,82.0,22000000,268293.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Водный стадион"" Инком-Недвижимость, CIAN ID 24930426",24,Западный,Солнцево,"г. москва, ул. производственная, д. 4а",23.0,1.0,55.64735,37.38602,Нет данных,Монолит-Панель,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Солнцево,0.4,6.0,77:07:0015007:16678,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335384
"ленинский просп., 129к1","г. москва, пр-кт. ленинский, д. 129, к. 1",3,11,16.0,78.0,21270000,272692.0,2023-11-06,0,"Частный маклер Ольга Грицевич, CIAN ID 11345808",8,Юго-Западный,Теплый Стан,"г. москва, пр-кт. ленинский, д. 129, к. 1",16.0,0.0,55.64463000000001,37.47785,железобетонные,Панельный,Крупнопанельные,муниципальный,2086.0,1976.0,264.0,1.0,Исправный,Тропарево,0.45,7.0,77:06:0007001:1022,7.70000000001689e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=9313
"академика варги ул., 5","г. москва, ул. академика варги, д. 5",3,3,14.0,82.0,30500000,371951.0,2023-11-06,0,"Агентство Владис, Агент Екатерина Бурганова, CIAN ID 107921333",28,Юго-Западный,Теплый Стан,"г. москва, ул. академика варги, д. 5",14.0,0.0,55.62906,37.47564000000001,железобетонные,Панельный,Крупнопанельные,муниципальный,873.0,1994.0,264.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0007008:1005,7.70000000000931e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=5220
"маршала тухачевского ул., 49","г. москва, ул. маршала тухачевского, д. 49",3,21,24.0,64.9,26500000,408320.0,2023-11-06,0,"Агентство Этажи Москва, Агент Выборнова Марина Славиковна, CIAN ID 104466323",11,Северо-Западный,Хорошево-Мневники,"г. москва, ул. маршала тухачевского, д. 49",24.0,1.0,55.785,37.46413,железобетонные,Монолитный,Железобетонные Монолитные,муниципальный,991.0,2009.0,-1.0,1.0,Исправный,Народное Ополчение,1.7,26.0,77:08:0010007:1059,7.7000000000295e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=177089
"парковая 13-я ул., 35","г. москва, ул. парковая 13-я, д. 35",3,7,16.0,79.9,21500000,269086.0,2023-11-06,0,"Агентство Этажи Москва, Агент Ковалёв Павел Анатольевич, CIAN ID 105398855",11,Восточный,Измайлово Северное,"г. москва, ул. парковая 13-я, д. 35",16.0,1.0,55.8083,37.80964,Железобетонные,Панельный,Бетонные Монолитные,Нет данных,707.0,2013.0,-1.0,2.0,Исправный,Щелковская,0.75,11.0,77:03:0005011:8085,7.70000000002211e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=248019
"костромская ул., 12а","г. москва, ул. костромская, д. 12а",3,6,12.0,63.4,14150000,223186.0,2023-11-06,0,"Собственник, CIAN ID 53451876",30,Северо-Восточный,Алтуфьевский,"г. москва, ул. костромская, д. 12а",12.0,0.0,55.88486999999999,37.59446,Железобетонные,Панельный,Крупнопанельные,муниципальный,977.0,1977.0,264.0,2.0,Исправный,Бибирево,0.6,9.0,77:02:0003005:1030,7.70000000001553e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=60756
"дубининская ул., 59к2","г. москва, ул. дубининская, д. 59, к. 2",3,2,46.0,64.1,30000000,468019.0,2023-11-06,0,"Агентство Самолет Плюс Москва, Агент Иван Фокин, CIAN ID 105187664",11,Южный,Даниловский,"г. москва, ул. дубининская, д. 59, к. 2",46.0,0.0,55.71879000000001,37.63718,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2023.0,-1.0,-1.0,Нет данных,Серпуховская,1.2,18.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=354963
"сибирский пр-д, 2с4","г. москва, проезд. сибирский, д. 2, стр. 4",3,1,4.0,80.0,21500000,268750.0,2023-11-06,0,"Агентство Homeapp, Агент Александр Черенков, CIAN ID 90923385",30,Центральный,Таганский,"г. москва, проезд. сибирский, д. 2, стр. 4",4.0,0.0,55.732119999999995,37.681129999999996,Смешанные,Кирпичный,Кирпичные,муниципальный,95.0,1917.0,-1.0,-1.0,Исправный,Волгоградский Проспект,0.9,13.0,77:01:0006038:1078,7.70000000000316e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=23095
"бориса жигуленкова ул., 25к1","г. москва, ул. бориса жигуленкова, д. 25, к. 1",3,2,5.0,71.4,24000000,336134.0,2023-11-06,0,"Агентство Этажи Москва, Агент Чанкова Ирина Аполлоновна, CIAN ID 106927016",7,Восточный,Соколиная Гора,"г. москва, ул. бориса жигуленкова, д. 25, к. 1",5.0,0.0,55.767430000000004,37.73769,железобетонные,Кирпичный,Кирпичные,муниципальный,221.0,1959.0,265.0,-1.0,Исправный,Соколиная Гора,0.65,10.0,77:03:0004007:1165,7.70000000000885e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=115071
"перекопская ул., 21к2","г. москва, ул. перекопская, д. 21, к. 2",3,5,16.0,68.0,20500000,301471.0,2023-11-06,0,"Собственник, CIAN ID 13717222",34,Юго-Западный,Черемушки,"г. москва, ул. перекопская, д. 21, к. 2",16.0,0.0,55.66053,37.567859999999996,железобетонные,Панельный,Крупноблочные,муниципальный,236.0,1977.0,248.0,1.0,Исправный,Зюзино,0.7,11.0,77:06:0004008:1016,7.70000000002247e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=10285
"дмитровское ш., 127к1","г. москва, ш. дмитровское, д. 127, к. 1",3,20,23.0,86.0,22800000,265116.0,2023-11-06,0,CIAN ID 6793,31,Северный,Дмитровский,"г. москва, ш. дмитровское, д. 127, к. 1",21.0,0.0,55.887209999999996,37.54142,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2022.0,-1.0,-1.0,Нет данных,Яхромская,1.0,15.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=386903
"ленинградский просп., 78к1","г. москва, пр-кт. ленинградский, д. 78, к. 1",3,3,9.0,78.0,30500000,391026.0,2023-11-06,0,"Агентство Верный номер, Агент Даниил Чернов, CIAN ID 107554129",35,Северный,Аэропорт,"г. москва, пр-кт. ленинградский, д. 78, к. 1",9.0,0.0,55.806259999999995,37.51253,Железобетонные,Кирпичный,Кирпичные,муниципальный,719.0,1960.0,280.0,1.0,Исправный,Сокол,0.25,4.0,77:09:0004005:1017,7.70000000001685e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=42103
"ереванская ул., 8","г. москва, ул. ереванская, д. 8",3,8,16.0,70.0,20500000,292857.0,2023-11-06,0,"Частный маклер Илья Кашичкин, CIAN ID 12363570",8,Южный,Царицыно,"г. москва, ул. ереванская, д. 8",15.0,0.0,55.62984,37.669979999999995,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,2.0,Исправный,Кантемировская,1.1,17.0,77:05:0005009:18078,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=353868
"волгоградский просп., 183к2","г. москва, пр-кт. волгоградский, д. 183, к. 2",3,3,24.0,59.0,17000000,288136.0,2023-11-06,0,"Собственник, CIAN ID 55732651",8,Юго-Восточный,Выхино-Жулебино,"г. москва, пр-кт. волгоградский, д. 183, к. 2",24.0,0.0,55.69601,37.81142,железобетонные,Монолитный,Железобетонные Монолитные,ЧФ  - частный фонд,-1.0,2001.0,264.0,2.0,Исправный,Юго-Восточная,1.15,17.0,77:04:0002011:1172,7.70000000000013e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=83525
"вавилова ул., 86","г. москва, ул. вавилова, д. 86",3,2,9.0,57.0,21346499,374500.0,2023-11-06,0,"Агент Елена Облаухова, CIAN ID 47733",65,Юго-Западный,Ломоносовский,"г. москва, ул. вавилова, д. 86",9.0,0.0,55.6771,37.5413,железобетонные,Кирпичный,Кирпичные,муниципальный,444.0,1967.0,264.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0003007:1014,7.70000000000924e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=70339
